text	start	duration	sequence_id	sentence
questioned	0.23970731707317072	0.47941463414634145	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
witness	0.7191219512195122	0.39951219512195135	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
thde	1.1186341463414635	0.5593170731707315	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
during	1.677951219512195	0.15980487804878063	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
the	1.8377560975609757	0.1598048780487804	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
lawyer	1.997560975609756	0.39951219512195113	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
trial	2.3970731707317072	0.7191219512195124	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
a	3.1161951219512196	0.2397073170731705	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
baked	3.35590243902439	0.3995121951219516	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
my	3.7554146341463417	0.15980487804878019	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
cake	3.915219512195122	0.3196097560975608	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
chocolate	4.234829268292683	0.5593170731707318	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
the	4.7941463414634145	0.15980487804878063	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
sister	4.953951219512195	0.39951219512195113	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
for	5.353463414634146	0.2397073170731714	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
party	5.593170731707318	0.8789268292682921	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
new	6.47209756097561	0.2397073170731705	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
year	6.71180487804878	0.399512195121952	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
last	7.111317073170732	0.31960975609756037	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
discovered	7.430926829268293	0.7191219512195133	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
planet	8.150048780487806	0.39951219512195024	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
scientists	8.549560975609756	0.6392195121951225	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
at	9.188780487804879	0.15980487804877974	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
the	9.348585365853658	0.6392195121951225	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
repaired	9.987804878048781	0.5593170731707318	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
on	10.547121951219513	0.07990243902439076	0	questioned witness thde during the lawyer trial a baked my cake chocolate the sister for party new year last discovered planet scientists at the repaired on the clock the broken carefully he shelf the school after garden the children played in wrote a old friend she letter long to her harvested wheat the storm the farmer before the set tall the wee behind the sun watched mountains
